lat,lng,total
49,-98,0.003
48,75,0.0
26,95,0.002
40,110,0.006
2,-71,0.0
1,10,0.009
38,128,0.007
16,-4,0.009
12,-9,0.006
49,-117,0.002
63,76,0.006
-31,25,0.006
40,-3,0.004
35,27,0.009
-17,146,0.002
-31,-54,0.009
3,10,0.005
39,103,0.002
54,67,0.01
50,58,0.002
30,53,0.003
27,129,0.006
6,47,0.005
3,27,0.009
51,112,0.008
12,100,0.0
45,26,0.009
21,40,0.009
18,122,0.001
-14,-45,0.004
-3,14,0.005
-7,-49,0.005
30,87,0.0
-27,28,0.005
42,143,0.008
60,22,0.004
32,108,0.008
-17,-40,0.008
31,-113,0.007
28,39,0.008
-30,-67,0.008
55,70,0.007
51,75,0.007
-3,116,0.006
31,64,0.006
28,-106,0.004
27,61,0.001
42,-79,0.007
4,12,0.007
22,-80,0.007
21,91,0.004
-1,15,0.005
-2,-78,0.002
-5,-44,0.004
43,113,0.001
42,68,0.009
6,-3,0.007
-2,33,0.004
-6,104,0.001
-25,26,0.009
-28,-61,0.007
57,51,0.004
37,56,0.009
33,57,0.007
28,99,0.003
9,31,0.001
-15,37,0.008
22,121,0.006
56,17,0.008
37,-91,0.004
13,-13,0.006
46,130,0.003
43,-92,0.001
24,34,0.008
-22,166,0.001
0,32,0.005
-23,31,0.008
-5,144,0.002
47,48,0.008
43,45,0.007
24,-111,0.007
23,74,0.006
15,95,0.005
11,36,0.006
-43,-71,0.004
-9,-39,0.007
25,81,0.006
-13,22,0.006
15,-16,0.002
48,-119,0.001
10,24,0.0
5,38,0.009
20,122,0.003
53,72,0.002
49,73,0.009
-1,-48,0.008
29,46,0.006
-9,127,0.008
25,47,0.003
2,14,0.0
-18,-47,0.002
-19,34,0.004
49,-102,0.002
-8,-73,0.002
-12,-70,0.005
40,82,0.004
39,-87,0.009
50,124,0.007
12,19,0.002
-7,111,0.0
7,152,0.006
62,129,0.001
59,29,0.004
39,58,0.004
36,-84,0.008
35,55,0.004
30,-110,0.008
-8,-43,0.002
7,41,0.003
-17,35,0.007
54,31,0.009
50,62,0.002
30,65,0.007
26,72,0.0
7,-6,0.006
-27,-50,0.006
-26,28,0.003
-27,-65,0.01
45,62,0.005
41,63,0.001
21,76,0.001
